GENESIS-Tabelle: 12411-0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bevölkerung: Bundesländer, Stichtag, Geschlecht, Altersjahre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortschreibung des Bevölkerungsstandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bevölkerungsstand (Anzahl),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baden-Württemberg,Baden-Württemberg,Baden-Württemberg,Bayern,Bayern,Bayern,Berlin,Berlin,Berlin,Brandenburg,Brandenburg,Brandenburg,Bremen,Bremen,Bremen,Hamburg,Hamburg,Hamburg,Hessen,Hessen,Hessen,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Niedersachsen,Niedersachsen,Niedersachsen,Nordrhein-Westfalen,Nordrhein-Westfalen,Nordrhein-Westfalen,Rheinland-Pfalz,Rheinland-Pfalz,Rheinland-Pfalz,Saarland,Saarland,Saarland,Sachsen,Sachsen,Sachsen,Sachsen-Anhalt,Sachsen-Anhalt,Sachsen-Anhalt,Schleswig-Holstein,Schleswig-Holstein,Schleswig-Holstein,Thüringen,Thüringen,Thüringen
,,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt
2017-12-31,49-Jährige,89158,87476,176634,108247,104916,213163,26718,25581,52299,19618,19253,38871,5313,5098,10411,14874,14107,28981,51962,50597,102559,11760,11273,23033,66644,65909,132553,147535,146953,294488,33183,32876,66059,7745,7908,15653,28787,26690,55477,16988,15966,32954,25010,25334,50344,15772,14826,30598
2017-12-31,50-Jährige,91358,88814,180172,110511,107679,218190,26909,25679,52588,20808,20290,41098,5362,5117,10479,14910,14258,29168,52576,51654,104230,12141,11975,24116,68339,68269,136608,151504,149968,301472,33816,33999,67815,8126,8120,16246,29703,27662,57365,17575,16882,34457,25999,26136,52135,16078,15610,31688
2017-12-31,51-Jährige,93228,90743,183971,111110,108383,219493,27669,27096,54765,22138,21894,44032,5554,5224,10778,14900,14427,29327,53613,52509,106122,13217,12919,26136,70040,69113,139153,154963,153264,308227,35597,34812,70409,8492,8453,16945,31032,29716,60748,18358,17533,35891,26024,26352,52376,17345,16582,33927
2017-12-31,52-Jährige,92990,89888,182878,110835,106957,217792,28686,27576,56262,23361,22615,45976,5494,5283,10777,14396,13908,28304,53530,52697,106227,14074,13653,27727,69467,68037,137504,154208,152303,306511,35453,35056,70509,8436,8810,17246,32397,30792,63189,19037,18530,37567,25481,26082,51563,17738,17308,35046
2017-12-31,53-Jährige,94237,91067,185304,111535,109290,220825,28920,28195,57115,24407,23469,47876,5476,5210,10686,14467,14105,28572,54002,52679,106681,14779,14358,29137,69335,68992,138327,156140,154002,310142,36185,35779,71964,8714,9043,17757,33184,32629,65813,19756,19426,39182,26059,26031,52090,18722,18256,36978
2017-12-31,54-Jährige,92833,89970,182803,109211,108137,217348,28696,28037,56733,25025,24365,49390,5200,5247,10447,13716,13598,27314,52769,51804,104573,15320,15028,30348,68526,67732,136258,152662,151331,303993,36307,35659,71966,8817,8963,17780,33900,32770,66670,20526,19991,40517,24976,25459,50435,19009,18807,37816
2017-12-31,55-Jährige,89342,87203,176545,105431,104813,210244,27182,26614,53796,24789,24127,48916,5106,5150,10256,12787,12747,25534,50361,49845,100206,15250,15034,30284,65607,65709,131316,145740,145408,291148,35074,35000,70074,8756,8880,17636,33219,32270,65489,19957,20100,40057,23852,24259,48111,18788,18682,37470
2017-12-31,56-Jährige,86698,86207,172905,103785,103147,206932,25505,25548,51053,24356,23924,48280,4858,4899,9757,12098,12242,24340,48700,48862,97562,15432,15193,30625,64941,64816,129757,141756,143393,285149,34800,34806,69606,8985,8854,17839,32723,32685,65408,20023,19955,39978,23135,23709,46844,19308,19302,38610
2017-12-31,57-Jährige,83576,83927,167503,99166,98726,197892,24700,23993,48693,23161,23142,46303,4754,4797,9551,11826,11753,23579,46918,47069,93987,14899,15013,29912,61828,62050,123878,138158,140234,278392,33275,33942,67217,8492,8698,17190,31390,31333,62723,19524,19287,38811,21991,22612,44603,18347,18410,36757
2017-12-31,58-Jährige,80099,80095,160194,95701,95400,191101,23382,23250,46632,22805,22326,45131,4502,4747,9249,11071,11223,22294,45306,45630,90936,14489,14640,29129,59787,60287,120074,133992,136594,270586,32474,32405,64879,8793,8600,17393,30872,31276,62148,18748,19192,37940,21260,21955,43215,18360,18318,36678
2017-12-31,59-Jährige,75884,76090,151974,90442,90699,181141,21307,21448,42755,20793,20542,41335,4353,4549,8902,10428,10742,21170,42785,43170,85955,13696,13745,27441,56150,56733,112883,126735,129387,256122,30496,30872,61368,8327,8355,16682,28244,29084,57328,17669,17885,35554,20055,20498,40553,16940,17116,34056
2017-12-31,60-Jährige,73290,73705,146995,86937,88111,175048,20253,20680,40933,20220,19972,40192,4295,4569,8864,9856,10289,20145,41538,42181,83719,13307,13354,26661,54614,55845,110459,123384,126042,249426,30237,30289,60526,8007,7994,16001,28027,29009,57036,17147,17844,34991,19095,20356,39451,16789,17078,33867
2017-12-31,61-Jährige,70524,72310,142834,83374,84315,167689,19651,20388,40039,19972,19921,39893,4027,4293,8320,9288,9871,19159,39620,40732,80352,13166,13546,26712,52345,53457,105802,117922,121800,239722,28703,29254,57957,7571,7764,15335,28362,29505,57867,17059,18310,35369,18084,19054,37138,17022,17459,34481
2017-12-31,62-Jährige,66236,68689,134925,77613,80506,158119,19109,20363,39472,19903,19974,39877,3873,4204,8077,8856,9290,18146,37550,39207,76757,13214,13694,26908,50106,51527,101633,111470,117998,229468,27502,28350,55852,7128,7404,14532,29040,30686,59726,17827,18356,36183,17483,18597,36080,16932,17650,34582
2017-12-31,63-Jährige,62814,67168,129982,74617,79154,153771,18496,20276,38772,19204,19943,39147,3724,4158,7882,8397,9142,17539,36280,38481,74761,13201,13580,26781,48297,51082,99379,107880,115893,223773,26798,27824,54622,7156,7534,14690,28368,30683,59051,17338,18004,35342,17218,18664,35882,16565,17395,33960
2017-12-31,64-Jährige,59463,64763,124226,70872,76169,147041,17822,19952,37774,18813,19602,38415,3544,3953,7497,7813,8802,16615,34041,36901,70942,12785,13491,26276,46393,49351,95744,101243,110635,211878,25809,27163,52972,6956,7351,14307,28458,30867,59325,16977,18387,35364,16625,17644,34269,16495,17259,33754
2017-12-31,65-Jährige,59113,64370,123483,70395,76725,147120,17172,19898,37070,18181,19191,37372,3467,3984,7451,7930,8846,16776,34099,37276,71375,12277,13133,25410,46686,49531,96217,99184,109394,208578,25664,26693,52357,6866,7104,13970,28922,31257,60179,16849,18105,34954,16349,17638,33987,16232,17151,33383
2017-12-31,66-Jährige,57064,62111,119175,67778,73949,141727,17261,20130,37391,17754,18448,36202,3513,3973,7486,7615,8752,16367,33175,36554,69729,11856,12645,24501,45834,48648,94482,95046,105438,200484,24961,26067,51028,6503,6923,13426,29041,32216,61257,15769,17498,33267,16478,17611,34089,16052,17026,33078
2017-12-31,67-Jährige,56518,62742,119260,68283,74323,142606,17682,21095,38777,16320,17489,33809,3514,3943,7457,7770,9036,16806,33991,37124,71115,11057,11642,22699,45941,48378,94319,94479,104681,199160,25136,26274,51410,6613,6911,13524,27734,30810,58544,15469,17065,32534,16396,17844,34240,14892,16369,31261
2017-12-31,68-Jährige,55604,60902,116506,66143,72407,138550,16598,19482,36080,13760,14863,28623,3532,3931,7463,7753,8985,16738,33582,36812,70394,9395,10126,19521,45151,47662,92813,94070,103681,197751,23969,25379,49348,6765,7061,13826,24030,27008,51038,13416,15342,28758,16352,17537,33889,13248,14341,27589
2017-12-31,69-Jährige,51402,55389,106791,62931,68519,131450,15222,17650,32872,11857,12689,24546,3262,3650,6912,7597,8596,16193,31467,34220,65687,8029,8664,16693,41549,43764,85313,84986,94707,179693,20550,21772,42322,5695,6075,11770,19054,21685,40739,11275,12924,24199,15734,17245,32979,11292,12464,23756
2017-12-31,70-Jährige,47065,51647,98712,61125,66494,127619,14033,16635,30668,11044,12268,23312,3033,3562,6595,7340,8168,15508,28989,32217,61206,7346,8141,15487,37096,40316,77412,77477,87099,164576,17966,19311,37277,4584,4933,9517,18521,21936,40457,10896,12613,23509,14534,15895,30429,10623,11908,22531
2017-12-31,71-Jährige,40560,45152,85712,52591,59073,111664,11156,12596,23752,7340,8289,15629,3062,3357,6419,6645,7596,14241,24677,27254,51931,4906,5300,10206,34073,37485,71558,69577,79839,149416,15850,17183,33033,3587,4061,7648,13939,16237,30176,8673,10139,18812,13424,14922,28346,8477,9887,18364
2017-12-31,72-Jährige,34094,38887,72981,41946,47488,89434,12194,14479,26673,8408,10004,18412,2351,2740,5091,5771,6886,12657,20138,22731,42869,5042,5864,10906,26658,29508,56166,57048,67834,124882,12880,14565,27445,3294,3748,7042,15911,19458,35369,8602,10395,18997,10711,12481,23192,7885,9301,17186
2017-12-31,73-Jährige,44116,50322,94438,54090,60818,114908,15893,18843,34736,12460,14759,27219,2918,3380,6298,7272,8525,15797,26575,30104,56679,7389,8704,16093,34772,39783,74555,73615,86901,160516,16718,18993,35711,4343,5111,9454,23196,27916,51112,11851,14460,26311,14243,16187,30430,11315,13436,24751
2017-12-31,74-Jährige,43539,51098,94637,53358,60599,113957,16617,19840,36457,13274,15631,28905,3071,3395,6466,7245,8568,15813,26064,29556,55620,7882,9493,17375,35786,40312,76098,72744,86594,159338,16487,18872,35359,4130,4922,9052,22365,27709,50074,12117,14747,26864,14623,16567,31190,11282,13390,24672
2017-12-31,75-Jährige,42868,49312,92180,50796,58531,109327,15313,18573,33886,12527,15170,27697,2845,3528,6373,6966,8207,15173,24259,28004,52263,7380,9213,16593,34010,38867,72877,69470,83547,153017,15861,18201,34062,3948,4888,8836,20287,25564,45851,11644,14666,26310,13732,15854,29586,10170,12705,22875
2017-12-31,76-Jährige,49500,60057,109557,59698,71622,131320,17260,21355,38615,15248,18555,33803,3157,3928,7085,7777,9374,17151,28589,33563,62152,9189,11591,20780,40077,47327,87404,80377,99608,179985,18971,22782,41753,4970,6226,11196,24585,31528,56113,13916,17628,31544,16352,18882,35234,12712,16039,28751
2017-12-31,77-Jährige,50586,62258,112844,61424,75671,137095,15989,20281,36270,14588,18644,33232,3289,3973,7262,7611,9720,17331,29448,35767,65215,8847,11692,20539,40325,48924,89249,83847,106401,190248,19629,24696,44325,4986,6457,11443,24731,31876,56607,13808,17883,31691,16051,18872,34923,13086,17248,30334
2017-12-31,78-Jährige,48493,60862,109355,58867,73694,132561,14248,18984,33232,13724,18060,31784,2956,3911,6867,6956,9271,16227,27756,34558,62314,8545,11890,20435,38063,47537,85600,79734,103546,183280,19100,23599,42699,4856,6611,11467,23122,30899,54021,12791,17180,29971,15330,18489,33819,12496,16329,28825
2017-12-31,79-Jährige,43170,56047,99217,51236,65351,116587,12837,17236,30073,11963,16150,28113,2740,3736,6476,6309,8589,14898,24466,31054,55520,7699,10723,18422,35022,44422,79444,72507,95677,168184,17044,21664,38708,4368,5885,10253,20298,27507,47805,10877,15263,26140,13732,17045,30777,10431,13961,24392
2017-12-31,80-Jährige,38684,50429,89113,44413,58582,102995,11300,16145,27445,10620,14641,25261,2419,3375,5794,5886,7800,13686,21784,28302,50086,6650,9562,16212,30736,39886,70622,64650,88635,153285,15155,19906,35061,4079,5894,9973,17569,24611,42180,9590,13799,23389,12117,15186,27303,8784,12611,21395
2017-12-31,81-Jährige,35516,47295,82811,39534,54371,93905,10294,14726,25020,9705,13762,23467,2241,3227,5468,5269,7389,12658,20004,26517,46521,5881,9159,15040,27128,36904,64032,58735,82598,141333,13962,18874,32836,3887,5646,9533,16097,23666,39763,8549,13063,21612,10681,14011,24692,8114,11911,20025
2017-12-31,82-Jährige,31692,43526,75218,34637,49978,84615,9376,13675,23051,8828,12912,21740,1894,2943,4837,4694,6990,11684,17522,24562,42084,5457,8459,13916,24230,34226,58456,52761,76917,129678,12337,17426,29763,3310,4871,8181,15230,22310,37540,7622,12280,19902,9285,12888,22173,7109,11090,18199
2017-12-31,83-Jährige,26476,37828,64304,29673,44150,73823,8090,12245,20335,7478,11270,18748,1640,2557,4197,3685,5916,9601,15038,21571,36609,4605,7531,12136,20257,30068,50325,45726,69021,114747,10635,15200,25835,2603,4017,6620,12663,19972,32635,6451,10873,17324,7853,11041,18894,6098,9724,15822
2017-12-31,84-Jährige,20368,30124,50492,22810,35311,58121,5182,8375,13557,5074,8238,13312,1157,1845,3002,2664,4344,7008,11067,16493,27560,3304,5811,9115,14310,22502,36812,32699,51716,84415,7738,11820,19558,2163,3287,5450,9012,14834,23846,4589,8210,12799,5200,7969,13169,4344,7144,11488
2017-12-31,85-Jährige,17896,28109,46005,20213,33553,53766,4411,7437,11848,4596,7678,12274,936,1839,2775,2329,3929,6258,9639,15301,24940,3059,5404,8463,12733,21359,34092,29312,48395,77707,6909,10992,17901,1903,3175,5078,7789,13548,21337,4115,7507,11622,4410,7299,11709,3850,6874,10724
2017-12-31,86-Jährige,16145,26444,42589,17892,30850,48742,4090,7008,11098,3988,7062,11050,882,1677,2559,2093,3870,5963,8705,14516,23221,2599,4857,7456,11616,20430,32046,26203,46064,72267,6143,10559,16702,1688,3010,4698,7127,13228,20355,3570,7138,10708,3974,7050,11024,3317,6239,9556
2017-12-31,87-Jährige,14498,25334,39832,16116,29447,45563,3650,6902,10552,3616,6770,10386,774,1647,2421,1923,3781,5704,7906,14474,22380,2187,4491,6678,10455,19774,30229,24262,44914,69176,5549,10307,15856,1454,2687,4141,6586,13189,19775,3190,6768,9958,3637,6528,10165,2982,6257,9239
2017-12-31,88-Jährige,11859,22219,34078,13416,25640,39056,3075,6121,9196,2809,5878,8687,722,1434,2156,1693,3392,5085,6790,12481,19271,1755,3846,5601,8567,16999,25566,19895,39338,59233,4655,9009,13664,1216,2400,3616,5495,11753,17248,2459,5909,8368,3045,5815,8860,2326,5418,7744
2017-12-31,89-Jährige,9889,19494,29383,11265,22116,33381,2469,5227,7696,2244,4986,7230,583,1312,1895,1460,3064,4524,5775,10889,16664,1352,3210,4562,7205,15196,22401,16491,34310,50801,4007,7816,11823,927,2078,3005,4354,9998,14352,1958,5180,7138,2571,5281,7852,1976,4740,6716
2017-12-31,90 Jahre und mehr,26152,72499,98651,29615,84316,113931,6538,21393,27931,5049,17009,22058,1715,5231,6946,4133,12340,16473,15298,43395,58693,2860,10785,13645,19266,57737,77003,40999,125685,166684,10194,29891,40085,2516,7620,10136,10681,36804,47485,4688,17245,21933,6886,20724,27610,4687,16082,20769
2017-12-31,Insgesamt,5477341,5546084,11023425,6438503,6558701,12997204,1776267,1837228,3613495,1235971,1268069,2504040,336665,344367,681032,897207,933377,1830584,3081636,3161626,6243262,794873,816246,1611119,3931876,4030899,7962775,8787579,9124555,17912134,2011123,2062556,4073679,487895,506292,994187,2010214,2071094,4081308,1094876,1128205,2223081,1416535,1473286,2889821,1065004,1086201,2151205
2018-12-31,unter 1 Jahr,55479,53122,108601,65226,62284,127510,20228,19134,39362,10371,9745,20116,3551,3408,6959,10640,9970,20610,31210,29581,60791,6658,6362,13020,37899,35715,73614,88328,83732,172060,19263,18259,37522,4218,3915,8133,18362,17389,35751,8781,8478,17259,12928,12332,25260,8940,8470,17410
2018-12-31,1-Jährige,56000,53322,109322,65516,62979,128495,20391,19157,39548,11037,10563,21600,3548,3290,6838,10579,9893,20472,31386,30011,61397,6797,6541,13338,38122,36702,74824,89664,84322,173986,19984,18587,38571,4266,4058,8324,19057,18250,37307,9376,8893,18269,13275,12532,25807,9363,8913,18276
2018-12-31,2-Jährige,56219,53135,109354,65601,62258,127859,20274,19422,39696,11530,10985,22515,3516,3275,6791,10363,10082,20445,31652,30296,61948,6967,6803,13770,38731,37053,75784,89853,85641,175494,19973,18806,38779,4166,4177,8343,19581,18687,38268,9596,9001,18597,13388,12831,26219,9568,9221,18789
2018-12-31,3-Jährige,53806,52050,105856,63157,60187,123344,19400,18160,37560,11331,10598,21929,3438,3176,6614,9734,9298,19032,30822,29060,59882,7207,6920,14127,37644,35393,73037,87162,82031,169193,19209,18293,37502,4231,3785,8016,19589,18316,37905,9358,9065,18423,13125,12421,25546,9730,9067,18797
2018-12-31,4-Jährige,53378,50045,103423,62129,58670,120799,18805,18117,36922,11578,11054,22632,3327,3053,6380,9424,9092,18516,29813,28622,58435,7083,6806,13889,37683,35450,73133,85701,80858,166559,18925,18036,36961,4127,3922,8049,19357,18461,37818,9646,8952,18598,12993,12529,25522,9764,9231,18995
2018-12-31,5-Jährige,51639,48614,100253,60015,57662,117677,17951,16951,34902,11232,10575,21807,3045,2942,5987,8977,8585,17562,28986,27535,56521,6999,6727,13726,35924,34192,70116,82491,77033,159524,18171,17410,35581,3969,3575,7544,19073,17737,36810,9297,8883,18180,12733,12112,24845,9597,9097,18694
2018-12-31,6-Jährige,50781,48013,98794,59934,56435,116369,17784,16751,34535,11496,11067,22563,2986,2858,5844,8764,8241,17005,28939,27280,56219,7128,6708,13836,35870,33954,69824,82074,77709,159783,18167,16936,35103,3996,3723,7719,19001,17993,36994,9363,8917,18280,13029,12258,25287,9569,9025,18594
2018-12-31,7-Jährige,49816,47445,97261,57799,54533,112332,16769,15830,32599,11378,10906,22284,2874,2645,5519,8181,7833,16014,28806,27182,55988,7106,6675,13781,35337,33464,68801,80195,75923,156118,17958,16954,34912,4098,3767,7865,18701,17602,36303,9235,8705,17940,12561,12067,24628,9378,8890,18268
2018-12-31,8-Jährige,51462,48578,100040,58421,55592,114013,16867,16078,32945,11973,11087,23060,2975,2858,5833,8349,7903,16252,29137,27831,56968,7322,7035,14357,36738,34549,71287,82738,77799,160537,18293,17222,35515,3988,3883,7871,18734,18016,36750,9341,8993,18334,13241,12543,25784,9537,9155,18692
2018-12-31,9-Jährige,50795,48303,99098,57814,54692,112506,16565,15858,32423,11469,10883,22352,3063,2818,5881,8318,7668,15986,28912,27223,56135,7117,6918,14035,36373,34191,70564,81607,76827,158434,17919,16857,34776,3963,3813,7776,18495,17214,35709,9266,8750,18016,13162,12200,25362,9049,8807,17856
2018-12-31,10-Jährige,52065,49640,101705,59392,56285,115677,16712,15563,32275,11783,11156,22939,2976,2892,5868,8398,7891,16289,29349,28046,57395,7216,6920,14136,37296,35408,72704,84562,79431,163993,18687,17461,36148,4157,3916,8073,18500,17546,36046,9541,9041,18582,13274,12907,26181,9433,8901,18334
2018-12-31,11-Jährige,52107,49991,102098,59172,56374,115546,16228,15040,31268,11478,10869,22347,3114,2961,6075,8272,7624,15896,29658,27704,57362,6925,6625,13550,37700,35212,72912,84030,79251,163281,18638,17333,35971,4094,3819,7913,18004,17023,35027,9239,8699,17938,13633,12800,26433,9289,8624,17913
2018-12-31,12-Jährige,51793,49129,100922,58428,54982,113410,15198,14667,29865,11023,10280,21303,3051,2845,5896,8169,7448,15617,28738,27449,56187,6803,6358,13161,37280,34982,72262,83376,78412,161788,18231,16924,35155,4163,3711,7874,17077,16295,33372,9030,8169,17199,13411,12614,26025,8808,8079,16887
2018-12-31,13-Jährige,52765,50229,102994,59296,56068,115364,14994,14079,29073,10781,10233,21014,3115,2678,5793,8038,7515,15553,29523,27780,57303,6449,6363,12812,37963,35821,73784,84731,79368,164099,18405,17457,35862,4199,3929,8128,17073,16307,33380,8829,8537,17366,13435,12703,26138,8772,8325,17097
2018-12-31,14-Jährige,54164,50880,105044,60280,57926,118206,14991,14204,29195,11001,10248,21249,2996,2803,5799,7955,7419,15374,29918,28199,58117,6846,6501,13347,39224,37238,76462,86447,81461,167908,19128,17582,36710,4282,3965,8247,17217,16506,33723,8947,8351,17298,14052,13238,27290,9113,8540,17653
2018-12-31,15-Jährige,54621,50783,105404,61129,58305,119434,14381,13650,28031,11015,10173,21188,2969,2900,5869,7884,7274,15158,29778,28034,57812,6745,6359,13104,39450,37536,76986,87724,81866,169590,19190,18172,37362,4285,3959,8244,16642,15994,32636,8721,8079,16800,14111,13422,27533,8793,8407,17200
2018-12-31,16-Jährige,55740,51960,107700,62514,59150,121664,14645,13619,28264,10755,10162,20917,3043,2746,5789,7737,7366,15103,30565,28243,58808,6710,6140,12850,41125,38636,79761,89860,83997,173857,19675,18495,38170,4477,4096,8573,16481,15704,32185,9144,8242,17386,14563,13717,28280,8900,8310,17210
2018-12-31,17-Jährige,57247,53126,110373,65153,60102,125255,14639,13871,28510,10829,9932,20761,3326,3004,6330,8021,7557,15578,31515,28882,60397,6859,6325,13184,42807,40157,82964,92928,86164,179092,20566,19000,39566,4645,4299,8944,16904,15435,32339,9244,8343,17587,15052,14171,29223,9134,8508,17642
2018-12-31,18-Jährige,61715,56726,118441,69065,63825,132890,15783,14683,30466,11151,10212,21363,3634,3252,6886,8814,7970,16784,33257,30784,64041,7245,6476,13721,45876,41896,87772,98916,90640,189556,22101,20457,42558,4958,4518,9476,18034,16457,34491,9863,8423,18286,16151,15153,31304,9365,8362,17727
2018-12-31,19-Jährige,65970,58489,124459,74309,65778,140087,16504,15651,32155,10854,9328,20182,4092,3740,7832,9224,8526,17750,35002,31260,66262,6962,6209,13171,47220,41918,89138,102119,92275,194394,22751,20943,43694,5162,4666,9828,18113,16371,34484,9884,8207,18091,16917,15198,32115,9447,8013,17460
2018-12-31,20-Jährige,68726,61306,130032,78601,69697,148298,17418,17320,34738,10417,8767,19184,4759,3862,8621,10023,9439,19462,36760,33123,69883,6713,6180,12893,47893,43327,91220,105737,96170,201907,23152,21749,44901,5331,4650,9981,17572,16269,33841,9318,8412,17730,16357,15155,31512,9190,8266,17456
2018-12-31,21-Jährige,72216,64293,136509,82041,73051,155092,19265,18746,38011,9983,8362,18345,4648,4282,8930,11229,10647,21876,39535,35322,74857,6826,6242,13068,49750,44878,94628,111367,101607,212974,24709,22623,47332,5588,5029,10617,17720,16378,34098,9604,8426,18030,17195,15196,32391,9381,8379,17760
2018-12-31,22-Jährige,72040,64342,136382,81439,73510,154949,19945,20218,40163,9505,7837,17342,4756,4278,9034,11441,11265,22706,38786,35226,74012,6586,5840,12426,49102,44039,93141,111238,101692,212930,24544,22126,46670,5641,5063,10704,17394,15824,33218,9233,7996,17229,16610,15228,31838,8786,7993,16779
2018-12-31,23-Jährige,71768,64056,135824,81251,73391,154642,20857,21174,42031,8479,7205,15684,4609,4464,9073,11724,11671,23395,38314,34936,73250,5895,5363,11258,48146,43054,91200,109892,100329,210221,23859,21750,45609,5569,4999,10568,16639,14869,31508,8782,7390,16172,16045,14573,30618,8537,7334,15871
2018-12-31,24-Jährige,72902,65289,138191,82756,75180,157936,22363,22746,45109,8061,6965,15026,4808,4416,9224,12440,12607,25047,38937,35909,74846,5649,5053,10702,48689,43350,92039,112584,103072,215656,24484,22555,47039,5656,5333,10989,16394,14594,30988,8375,7268,15643,16479,14805,31284,7999,6930,14929
2018-12-31,25-Jährige,75126,67526,142652,86680,79152,165832,23925,24446,48371,7829,6989,14818,5044,4625,9669,13013,13495,26508,39773,37105,76878,5813,5107,10920,49972,44246,94218,115446,107454,222900,25495,23165,48660,5978,5388,11366,16814,14835,31649,8387,7296,15683,16527,15074,31601,8138,7229,15367
2018-12-31,26-Jährige,76104,67815,143919,87712,81435,169147,25372,26069,51441,8532,7372,15904,5057,4676,9733,13609,14062,27671,40135,37427,77562,6298,5703,12001,49476,44461,93937,116738,108850,225588,25611,23757,49368,6083,5611,11694,17316,15525,32841,8755,7839,16594,16599,15235,31834,8495,7635,16130
2018-12-31,27-Jährige,77398,70380,147778,90507,82717,173224,27799,28023,55822,9365,8630,17995,5247,4779,10026,14615,15117,29732,41292,39060,80352,7006,6381,13387,49866,45133,94999,118550,111694,230244,26363,23934,50297,6293,5646,11939,19725,17752,37477,9654,8608,18262,16836,15572,32408,9500,8477,17977
2018-12-31,28-Jährige,81173,73718,154891,95084,87091,182175,32760,32851,65611,13641,12794,26435,5554,4849,10403,15863,16328,32191,43557,41162,84719,10092,9429,19521,52239,46997,99236,123279,115635,238914,27294,24717,52011,6471,5871,12342,27762,24882,52644,13978,11983,25961,17792,16381,34173,13439,11793,25232
2018-12-31,29-Jährige,79366,71997,151363,91975,85687,177662,33458,33752,67210,14532,13754,28286,5335,4937,10272,15734,16176,31910,43194,40654,83848,10681,9723,20404,50740,46181,96921,118706,113107,231813,26505,24349,50854,6331,5685,12016,28700,25519,54219,14111,12599,26710,17210,16017,33227,13512,12274,25786
2018-12-31,30-Jährige,80869,73142,154011,94434,87076,181510,34365,34181,68546,15348,14452,29800,5412,5035,10447,16160,16517,32677,43746,40942,84688,11197,10121,21318,51818,47429,99247,120983,114847,235830,27131,24886,52017,6392,5883,12275,29216,26404,55620,14715,13112,27827,17847,16354,34201,14565,13010,27575
2018-12-31,31-Jährige,77487,70861,148348,91866,84496,176362,34100,33407,67507,15687,15082,30769,5173,4781,9954,15752,15798,31550,42051,40193,82244,11367,10330,21697,50271,46647,96918,117857,112293,230150,26004,24540,50544,6326,5817,12143,29712,26755,56467,14532,13149,27681,17388,16148,33536,14686,13079,27765
2018-12-31,32-Jährige,76254,70850,147104,90514,84419,174933,33166,32173,65339,15419,14939,30358,5029,4629,9658,15438,15351,30789,41226,39735,80961,10881,10098,20979,49063,46115,95178,114832,111235,226067,25583,24266,49849,6228,5753,11981,28193,25809,54002,14183,12674,26857,16608,16059,32667,14334,12601,26935
2018-12-31,33-Jährige,73686,68476,142162,86454,81686,168140,32467,31069,63536,15996,15083,31079,4831,4425,9256,14726,14938,29664,39986,38098,78084,10745,9985,20730,46648,45192,91840,109992,107567,217559,24588,23328,47916,5881,5464,11345,28704,25570,54274,14083,12570,26653,16004,15822,31826,14153,12576,26729
2018-12-31,34-Jährige,72959,68353,141312,86016,81911,167927,31401,29830,61231,15681,15027,30708,4613,4310,8923,14655,14640,29295,39829,39159,78988,10576,9762,20338,46419,44317,90736,109320,107039,216359,24416,23529,47945,5764,5505,11269,27876,25208,53084,14062,12655,26717,15943,15845,31788,14199,12536,26735
2018-12-31,35-Jährige,71628,68652,140280,86487,82361,168848,30544,29357,59901,15960,15228,31188,4657,4473,9130,14386,14412,28798,39420,38996,78416,10686,9766,20452,46466,45425,91891,109302,107710,217012,24503,23653,48156,5864,5534,11398,28102,25294,53396,14289,12619,26908,16185,16251,32436,14315,12659,26974
2018-12-31,36-Jährige,73207,70210,143417,87848,85225,173073,30450,28965,59415,16429,15439,31868,4676,4547,9223,14409,14425,28834,40579,40314,80893,10928,9856,20784,47099,46467,93566,111384,110504,221888,25191,24389,49580,5961,5663,11624,28584,25250,53834,14160,12420,26580,16497,17056,33553,14651,12892,27543
2018-12-31,37-Jährige,72314,70157,142471,86924,85292,172216,29366,28483,57849,16204,15480,31684,4559,4154,8713,14135,14589,28724,39937,40793,80730,10595,9501,20096,46871,46973,93844,109831,110159,219990,24947,24737,49684,6003,5551,11554,27669,24548,52217,14039,12309,26348,16533,17102,33635,14236,12525,26761
2018-12-31,38-Jährige,72461,70789,143250,86179,84819,170998,29088,27327,56415,16935,15982,32917,4450,4187,8637,14149,14242,28391,40523,40818,81341,10662,9875,20537,47013,47582,94595,109752,111231,220983,24309,24521,48830,5932,5632,11564,28298,25143,53441,14278,12646,26924,16830,17673,34503,14581,12862,27443
