GENESIS-Tabelle: 12411-0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bevölkerung: Bundesländer, Stichtag, Geschlecht, Altersjahre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortschreibung des Bevölkerungsstandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bevölkerungsstand (Anzahl),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baden-Württemberg,Baden-Württemberg,Baden-Württemberg,Bayern,Bayern,Bayern,Berlin,Berlin,Berlin,Brandenburg,Brandenburg,Brandenburg,Bremen,Bremen,Bremen,Hamburg,Hamburg,Hamburg,Hessen,Hessen,Hessen,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Niedersachsen,Niedersachsen,Niedersachsen,Nordrhein-Westfalen,Nordrhein-Westfalen,Nordrhein-Westfalen,Rheinland-Pfalz,Rheinland-Pfalz,Rheinland-Pfalz,Saarland,Saarland,Saarland,Sachsen,Sachsen,Sachsen,Sachsen-Anhalt,Sachsen-Anhalt,Sachsen-Anhalt,Schleswig-Holstein,Schleswig-Holstein,Schleswig-Holstein,Thüringen,Thüringen,Thüringen
,,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt
2019-12-31,29-Jährige,81136,74004,155140,95836,88107,183943,33787,33672,67459,13961,13244,27205,5438,4819,10257,16174,16471,32645,43933,41527,85460,10009,9387,19396,52304,47370,99674,123545,116366,239911,27357,24897,52254,6438,5872,12310,27648,24933,52581,13796,11962,25758,17908,16513,34421,13281,11773,25054
2019-12-31,30-Jährige,79455,72343,151798,92538,86478,179016,34216,34146,68362,14840,14209,29049,5287,4865,10152,15960,16239,32199,43473,41040,84513,10625,9822,20447,50974,46544,97518,119058,113603,232661,26681,24575,51256,6304,5706,12010,28637,25665,54302,14057,12639,26696,17390,16248,33638,13368,12242,25610
2019-12-31,31-Jährige,80929,73670,154599,94995,87839,182834,34738,34343,69081,15759,14953,30712,5304,4958,10262,16157,16403,32560,44078,41225,85303,11180,10209,21389,52000,47932,99932,121091,115453,236544,27360,25132,52492,6411,5918,12329,29180,26520,55700,14608,13132,27740,18054,16647,34701,14395,13009,27404
2019-12-31,32-Jährige,77503,71074,148577,92261,85204,177465,34262,33320,67582,15982,15604,31586,5039,4771,9810,15716,15600,31316,42357,40432,82789,11355,10441,21796,50665,47192,97857,118090,112951,231041,26225,24770,50995,6275,5838,12113,29735,26923,56658,14514,13173,27687,17609,16456,34065,14577,13096,27673
2019-12-31,33-Jährige,76304,71236,147540,90919,84995,175914,33210,32024,65234,15770,15446,31216,4906,4588,9494,15295,15065,30360,41557,39974,81531,10899,10174,21073,49324,46626,95950,114937,111807,226744,25830,24563,50393,6172,5756,11928,28227,25966,54193,14148,12833,26981,16866,16371,33237,14275,12637,26912
2019-12-31,34-Jährige,73793,68817,142610,86861,82145,169006,32356,30946,63302,16372,15570,31942,4742,4388,9130,14531,14797,29328,40145,38407,78552,10780,10084,20864,46823,45683,92506,110233,108024,218257,24736,23589,48325,5851,5461,11312,28664,25685,54349,14106,12617,26723,16195,16032,32227,14171,12597,26768
2019-12-31,35-Jährige,73187,68751,141938,86356,82426,168782,31338,29619,60957,16039,15518,31557,4491,4293,8784,14446,14425,28871,40066,39309,79375,10660,9866,20526,46705,44783,91488,109540,107536,217076,24708,23784,48492,5746,5513,11259,27785,25342,53127,14026,12718,26744,16131,16127,32258,14228,12624,26852
2019-12-31,36-Jährige,71685,68912,140597,86772,82977,169749,30306,29104,59410,16274,15647,31921,4576,4409,8985,14096,14218,28314,39608,39187,78795,10759,9880,20639,46593,45882,92475,109365,108161,217526,24644,23941,48585,5836,5552,11388,28117,25386,53503,14263,12674,26937,16442,16489,32931,14284,12723,27007
2019-12-31,37-Jährige,73361,70451,143812,88104,85673,173777,30141,28626,58767,16779,15916,32695,4643,4443,9086,14098,14172,28270,40775,40630,81405,10952,9963,20915,47287,46858,94145,111420,110973,222393,25338,24563,49901,5979,5698,11677,28613,25341,53954,14130,12504,26634,16790,17340,34130,14659,12948,27607
2019-12-31,38-Jährige,72407,70393,142800,87099,85651,172750,29004,28311,57315,16564,15784,32348,4499,4147,8646,13864,14413,28277,40093,40988,81081,10661,9564,20225,47074,47285,94359,109825,110559,220384,25159,24983,50142,5975,5542,11517,27772,24631,52403,14005,12358,26363,16727,17359,34086,14212,12571,26783
2019-12-31,39-Jährige,72623,71028,143651,86285,85228,171513,28709,27154,55863,17209,16282,33491,4365,4133,8498,13956,14121,28077,40622,41054,81676,10734,9928,20662,47123,47952,95075,109887,111742,221629,24463,24660,49123,5923,5666,11589,28319,25275,53594,14283,12700,26983,16979,17837,34816,14560,12915,27475
2019-12-31,40-Jährige,67754,67340,135094,82662,81707,164369,26396,25283,51679,16599,15626,32225,4206,3884,8090,12990,13103,26093,38862,39571,78433,10704,9485,20189,45298,45672,90970,103567,106288,209855,23720,23614,47334,5401,5594,10995,27361,23977,51338,13698,12045,25743,16204,16928,33132,13948,12331,26279
2019-12-31,41-Jährige,66534,65526,132060,80946,80718,161664,25424,23980,49404,16452,15795,32247,4140,3868,8008,12832,12630,25462,38449,39103,77552,10533,9404,19937,45214,45427,90641,102405,104919,207324,23464,23251,46715,5196,5433,10629,27110,24274,51384,13526,12106,25632,16499,16788,33287,13543,11939,25482
2019-12-31,42-Jährige,66151,65126,131277,81057,79710,160767,24476,23486,47962,15911,15182,31093,3949,3947,7896,12556,12358,24914,37687,38888,76575,10335,9030,19365,44874,45125,89999,103231,104572,207803,22963,23332,46295,5303,5470,10773,26654,23539,50193,13076,11612,24688,16167,16873,33040,13193,11790,24983
2019-12-31,43-Jährige,66538,65195,131733,80174,79165,159339,23155,22595,45750,14607,13787,28394,4027,3913,7940,12249,12427,24676,37889,38782,76671,9028,7947,16975,44968,45470,90438,102874,105507,208381,22821,22926,45747,5164,5145,10309,23449,21219,44668,11652,10389,22041,16317,17064,33381,11803,10639,22442
2019-12-31,44-Jährige,64881,64466,129347,78486,77867,156353,22303,21305,43608,14028,13027,27055,3970,3901,7871,11805,11604,23409,37266,37456,74722,8556,7516,16072,44145,44157,88302,100658,102773,203431,22386,22664,45050,5092,5026,10118,22600,20018,42618,11233,9839,21072,16083,16562,32645,11507,10092,21599
2019-12-31,45-Jährige,66073,66228,132301,79493,79180,158673,21676,20843,42519,13496,12911,26407,3968,3731,7699,11869,11559,23428,37933,38049,75982,8350,7418,15768,45115,45990,91105,101567,104550,206117,22359,23060,45419,5096,5234,10330,22454,19669,42123,11364,10331,21695,16064,16546,32610,11872,10414,22286
2019-12-31,46-Jährige,65785,65709,131494,79145,78837,157982,20842,20337,41179,13731,13248,26979,3914,3868,7782,11332,11502,22834,37831,38366,76197,8528,7713,16241,45893,47004,92897,102932,105620,208552,23042,23348,46390,5130,5255,10385,22560,19910,42470,11962,10630,22592,16607,17142,33749,12194,10912,23106
2019-12-31,47-Jährige,70982,70790,141772,85032,85002,170034,21738,20951,42689,15502,14394,29896,4166,4058,8224,11943,11797,23740,40424,40867,81291,9220,8499,17719,50560,50859,101419,111544,113501,225045,24913,25581,50494,5621,5816,11437,24807,21699,46506,13609,12341,25950,18010,18655,36665,13868,12048,25916
2019-12-31,48-Jährige,76598,75557,152155,92019,91396,183415,23928,22944,46872,18039,16935,34974,4408,4375,8783,12643,12429,25072,43663,43968,87631,10683,9752,20435,55324,56078,111402,121916,124030,245946,27397,27738,55135,6192,6481,12673,28752,25432,54184,16089,14596,30685,20256,20841,41097,15465,13666,29131
2019-12-31,49-Jährige,79335,78624,157959,95534,94604,190138,24111,23250,47361,18097,17483,35580,4652,4455,9107,13007,12662,25669,45645,45799,91444,10800,10108,20908,57910,58654,116564,127803,128619,256422,28736,28998,57734,6493,6593,13086,28496,25623,54119,16010,14975,30985,21306,21561,42867,15517,14220,29737
2019-12-31,50-Jährige,85330,83632,168962,103625,101251,204876,25259,24131,49390,18703,18262,36965,4988,4752,9740,13537,13092,26629,49217,48461,97678,11165,10536,21701,63257,63067,126324,140124,140394,280518,31249,31293,62542,7238,7356,14594,28379,26078,54457,16480,15526,32006,23598,23945,47543,15596,14424,30020
2019-12-31,51-Jährige,88814,87347,176161,108106,105063,213169,26323,25335,51658,19707,19379,39086,5230,5072,10302,14560,13961,28521,51713,50521,102234,11810,11390,23200,66458,65989,132447,146608,146669,293277,33150,32948,66098,7724,7909,15633,28665,26706,55371,16902,15928,32830,24957,25467,50424,15673,14876,30549
2019-12-31,52-Jährige,90918,88670,179588,110298,107586,217884,26467,25453,51920,20845,20411,41256,5291,5057,10348,14516,14129,28645,52115,51538,103653,12131,12066,24197,68150,68339,136489,150082,149416,299498,33754,34005,67759,8049,8127,16176,29571,27643,57214,17437,16842,34279,25998,26254,52252,16001,15611,31612
2019-12-31,53-Jährige,92597,90516,183113,110721,108216,218937,27108,26818,53926,22210,22019,44229,5488,5177,10665,14602,14249,28851,53168,52310,105478,13201,12942,26143,69568,69055,138623,153512,152559,306071,35477,34853,70330,8431,8405,16836,30846,29647,60493,18198,17462,35660,26018,26445,52463,17213,16577,33790
2019-12-31,54-Jährige,92319,89536,181855,110137,106677,216814,28108,27284,55392,23361,22696,46057,5443,5245,10688,14005,13762,27767,53006,52417,105423,14003,13702,27705,69068,67978,137046,152472,151532,304004,35319,35033,70352,8405,8769,17174,32153,30716,62869,18871,18485,37356,25383,26206,51589,17592,17269,34861
2019-12-31,55-Jährige,93400,90738,184138,110871,108879,219750,28279,27830,56109,24298,23541,47839,5378,5183,10561,14179,13937,28116,53456,52386,105842,14695,14392,29087,68846,68985,137831,154249,152985,307234,35995,35753,71748,8633,8979,17612,32849,32542,65391,19479,19361,38840,25998,26018,52016,18540,18178,36718
2019-12-31,56-Jährige,91820,89441,181261,108375,107732,216107,28068,27695,55763,24879,24353,49232,5079,5225,10304,13442,13365,26807,52230,51420,103650,15209,15067,30276,67791,67590,135381,150600,150111,300711,36041,35546,71587,8746,8912,17658,33459,32657,66116,20256,19884,40140,24852,25554,50406,18805,18738,37543
2019-12-31,57-Jährige,88335,86544,174879,104337,104391,208728,26584,26309,52893,24573,24128,48701,5013,5082,10095,12383,12503,24886,49775,49500,99275,15115,15045,30160,64922,65559,130481,143630,144111,287741,34781,34802,69583,8665,8818,17483,32747,32152,64899,19696,19908,39604,23642,24209,47851,18567,18562,37129
2019-12-31,58-Jährige,85620,85534,171154,102486,102382,204868,24804,25172,49976,24122,23887,48009,4701,4820,9521,11690,12050,23740,47915,48375,96290,15267,15204,30471,64239,64623,128862,139330,141950,281280,34438,34625,69063,8874,8792,17666,32230,32534,64764,19668,19777,39445,22897,23675,46572,18984,19187,38171
2019-12-31,59-Jährige,82291,83258,165549,97868,97999,195867,24141,23642,47783,22858,23015,45873,4578,4712,9290,11414,11568,22982,46190,46620,92810,14676,15010,29686,60943,61825,122768,135609,138677,274286,32880,33714,66594,8356,8629,16985,30894,31166,62060,19098,19115,38213,21742,22543,44285,18025,18235,36260
2019-12-31,60-Jährige,78798,79374,158172,94136,94572,188708,22763,22831,45594,22489,22245,44734,4386,4656,9042,10679,11024,21703,44395,45032,89427,14249,14605,28854,58845,59987,118832,131197,134760,265957,31945,32143,64088,8627,8508,17135,30349,31083,61432,18303,18991,37294,21029,21880,42909,18032,18196,36228
2019-12-31,61-Jährige,74479,75272,149751,88773,89828,178601,20633,21009,41642,20470,20475,40945,4210,4451,8661,10078,10556,20634,41865,42679,84544,13502,13715,27217,55188,56321,111509,123739,127569,251308,30050,30541,60591,8148,8266,16414,27759,28894,56653,17201,17675,34876,19779,20415,40194,16625,16960,33585
2019-12-31,62-Jährige,71754,72815,144569,85124,87186,172310,19558,20255,39813,19844,19898,39742,4139,4451,8590,9473,10078,19551,40484,41566,82050,13062,13295,26357,53633,55469,109102,120310,124033,244343,29654,29962,59616,7836,7931,15767,27442,28830,56272,16728,17586,34314,18793,20236,39029,16423,16910,33333
2019-12-31,63-Jährige,68871,71346,140217,81555,83367,164922,18974,19914,38888,19563,19770,39333,3891,4208,8099,8920,9629,18549,38582,40081,78663,12859,13517,26376,51258,52950,104208,114505,119823,234328,28137,28971,57108,7388,7654,15042,27699,29273,56972,16608,18074,34682,17776,18943,36719,16585,17266,33851
2019-12-31,64-Jährige,64391,67604,131995,75510,79328,154838,18359,19871,38230,19422,19868,39290,3722,4127,7849,8398,9009,17407,36419,38473,74892,12995,13701,26696,49085,51036,100121,107847,115625,223472,26860,28003,54863,6938,7310,14248,28381,30484,58865,17308,18109,35417,17184,18531,35715,16485,17439,33924
2019-12-31,65-Jährige,60800,66017,126817,72337,77933,150270,17682,19809,37491,18771,19729,38500,3536,4035,7571,7936,8883,16819,35079,37791,72870,12962,13513,26475,47117,50484,97601,104091,113560,217651,26088,27407,53495,6924,7407,14331,27669,30452,58121,16733,17701,34434,16817,18534,35351,16098,17151,33249
2019-12-31,66-Jährige,57574,63563,121137,68675,74907,143582,16985,19415,36400,18275,19386,37661,3408,3852,7260,7415,8566,15981,32744,36154,68898,12530,13360,25890,45208,48612,93820,97403,108261,205664,24996,26781,51777,6749,7178,13927,27562,30558,58120,16397,18062,34459,16220,17427,33647,15964,16999,32963
2019-12-31,67-Jährige,57043,63158,120201,68070,75389,143459,16353,19338,35691,17596,18922,36518,3300,3863,7163,7471,8609,16080,32831,36445,69276,11881,13026,24907,45279,48748,94027,95218,106806,202024,24863,26250,51113,6597,6968,13565,28001,30860,58861,16113,17728,33841,15949,17410,33359,15657,16853,32510
2019-12-31,68-Jährige,55048,60904,115952,65366,72524,137890,16406,19606,36012,17186,18140,35326,3339,3870,7209,7182,8527,15709,31883,35771,67654,11451,12512,23963,44399,47780,92179,91041,102966,194007,24160,25560,49720,6237,6777,13014,28003,31749,59752,15145,17153,32298,15935,17312,33247,15438,16748,32186
2019-12-31,69-Jährige,54416,61303,115719,65769,72804,138573,16774,20454,37228,15709,17242,32951,3317,3825,7142,7355,8786,16141,32664,36235,68899,10652,11431,22083,44119,47419,91538,90436,102158,192594,24208,25719,49927,6328,6749,13077,26719,30295,57014,14763,16729,31492,15834,17526,33360,14278,16071,30349
2019-12-31,70-Jährige,53399,59529,112928,63490,70850,134340,15728,18862,34590,13222,14566,27788,3318,3839,7157,7338,8710,16048,32052,35835,67887,9031,9930,18961,43351,46528,89879,89678,100866,190544,23025,24754,47779,6426,6849,13275,23002,26523,49525,12754,15018,27772,15743,17164,32907,12684,14036,26720
2019-12-31,71-Jährige,49159,54050,103209,60135,66760,126895,14392,17080,31472,11329,12395,23724,3072,3516,6588,7172,8330,15502,30040,33251,63291,7690,8517,16207,39763,42672,82435,80694,91892,172586,19619,21139,40758,5401,5853,11254,18245,21240,39485,10671,12543,23214,15099,16847,31946,10749,12147,22896
2019-12-31,72-Jährige,44935,50310,95245,58199,64746,122945,13218,16108,29326,10480,11988,22468,2850,3416,6266,6916,7904,14820,27532,31262,58794,6979,7924,14903,35351,39163,74514,73285,84298,157583,17088,18761,35849,4359,4794,9153,17649,21440,39089,10296,12274,22570,13858,15477,29335,10051,11596,21647
2019-12-31,73-Jährige,38506,43775,82281,49770,57279,107049,10479,12134,22613,6963,8067,15030,2866,3226,6092,6188,7304,13492,23344,26353,49697,4651,5170,9821,32235,36315,68550,65629,77119,142748,15014,16638,31652,3382,3922,7304,13216,15853,29069,8124,9791,17915,12715,14561,27276,7996,9604,17600
2019-12-31,74-Jährige,32242,37606,69848,39559,45944,85503,11333,13838,25171,7954,9660,17614,2158,2618,4776,5400,6603,12003,18996,21918,40914,4743,5673,10416,25099,28444,53543,53489,65183,118672,12146,14090,26236,3058,3582,6640,14982,18909,33891,8030,10030,18060,10099,12051,22150,7397,9003,16400
2019-12-31,75-Jährige,41475,48525,90000,50969,58700,109669,14715,17982,32697,11650,14336,25986,2693,3200,5893,6747,8154,14901,24954,28980,53934,6932,8445,15377,32593,38290,70883,68607,83301,151908,15665,18350,34015,4029,4884,8913,21792,26998,48790,11036,13918,24954,13395,15611,29006,10613,12989,23602
2019-12-31,76-Jährige,40689,49182,89871,49929,58303,108232,15371,18997,34368,12466,15058,27524,2833,3250,6083,6719,8183,14902,24314,28388,52702,7348,9137,16485,33366,38742,72108,67423,82649,150072,15387,18042,33429,3833,4668,8501,20992,26698,47690,11253,14155,25408,13675,15978,29653,10512,12835,23347
2019-12-31,77-Jährige,39973,47377,87350,47355,56092,103447,14052,17687,31739,11657,14618,26275,2612,3359,5971,6381,7808,14189,22534,26809,49343,6797,8842,15639,31529,37240,68769,63969,79442,143411,14687,17410,32097,3645,4637,8282,18946,24614,43560,10716,13995,24711,12786,15210,27996,9366,12140,21506
2019-12-31,78-Jährige,45870,57487,103357,55151,68389,123540,15779,20194,35973,14045,17760,31805,2871,3688,6559,7087,8902,15989,26323,31873,58196,8434,11042,19476,36844,45002,81846,73529,94290,167819,17433,21721,39154,4516,5897,10413,22705,30191,52896,12673,16702,29375,15080,18017,33097,11671,15237,26908
2019-12-31,79-Jährige,46397,59254,105651,56341,71870,128211,14474,19053,33527,13404,17690,31094,2984,3717,6701,6911,9163,16074,26857,33857,60714,8025,11058,19083,36733,46266,82999,75898,100215,176113,17951,23325,41276,4467,6064,10531,22654,30288,52942,12399,16779,29178,14658,17907,32565,11886,16284,28170
2019-12-31,80-Jährige,44101,57384,101485,53604,69437,123041,12831,17687,30518,12395,16981,29376,2640,3636,6276,6270,8651,14921,25102,32465,57567,7655,11157,18812,34306,44622,78928,71568,96854,168422,17218,22059,39277,4387,6153,10540,20900,29203,50103,11352,15993,27345,13834,17360,31194,11193,15348,26541
2019-12-31,81-Jährige,38801,52351,91152,45809,60999,106808,11484,16068,27552,10718,15125,25843,2423,3460,5883,5621,7968,13589,21913,28900,50813,6795,9954,16749,31163,41311,72474,64378,88750,153128,15117,20114,35231,3850,5381,9231,18080,25690,43770,9530,13984,23514,12181,15926,28107,9247,12920,22167
2019-12-31,82-Jährige,34357,46630,80987,39257,54168,93425,9872,14769,24641,9298,13520,22818,2095,3096,5191,5176,7128,12304,19191,26034,45225,5747,8741,14488,26959,36671,63630,56461,81077,137538,13269,18275,31544,3579,5371,8950,15563,22768,38331,8262,12540,20802,10668,14036,24704,7662,11468,19130
2019-12-31,83-Jährige,30875,43195,74070,34320,49433,83753,8933,13411,22344,8463,12581,21044,1924,2871,4795,4573,6651,11224,17411,23993,41404,5036,8273,13309,23388,33552,56940,50437,74620,125057,12024,17009,29033,3297,5052,8349,13968,21524,35492,7271,11687,18958,9287,12736,22023,6895,10647,17542
2019-12-31,84-Jährige,27145,39136,66281,29543,44809,74352,7970,12196,20166,7471,11574,19045,1580,2576,4156,3933,6199,10132,14777,21898,36675,4563,7499,12062,20482,30629,51111,44483,68277,112760,10455,15441,25896,2759,4253,7012,12957,19855,32812,6353,10846,17199,7906,11584,19490,5929,9801,15730
2019-12-31,85-Jährige,22171,33405,55576,24741,38849,63590,6755,10737,17492,6141,9930,16071,1339,2243,3582,3062,5143,8205,12465,18964,31429,3799,6567,10366,16765,26321,43086,37646,60081,97727,8712,13289,22001,2124,3490,5614,10528,17506,28034,5279,9418,14697,6515,9702,16217,5015,8438,13453
2019-12-31,86-Jährige,16591,25998,42589,18508,30346,48854,4242,7231,11473,4131,7080,11211,923,1604,2527,2184,3717,5901,8908,14074,22982,2650,4909,7559,11520,19368,30888,26072,44023,70095,6242,10136,16378,1703,2785,4488,7275,12694,19969,3587,6912,10499,4145,6840,10985,3481,6025,9506
2019-12-31,87-Jährige,14138,23679,37817,15844,28030,43874,3535,6256,9791,3599,6439,10038,739,1475,2214,1827,3304,5131,7596,12790,20386,2356,4499,6855,9901,17772,27673,22765,40260,63025,5379,9164,14543,1459,2647,4106,6062,11291,17353,3152,6128,9280,3470,6041,9511,2920,5603,8523
2019-12-31,88-Jährige,12425,21536,33961,13621,25095,38716,3183,5726,8909,3070,5790,8860,676,1324,2000,1608,3181,4789,6589,11849,18438,1946,3902,5848,8780,16599,25379,19672,37270,56942,4608,8610,13218,1262,2419,3681,5409,10715,16124,2637,5649,8286,3039,5777,8816,2474,4965,7439
2019-12-31,89-Jährige,10745,19993,30738,11787,23080,34867,2739,5511,8250,2642,5375,8017,566,1283,1849,1416,2945,4361,5888,11406,17294,1549,3500,5049,7673,15667,23340,17573,35297,52870,4042,8107,12149,1060,2062,3122,4798,10376,15174,2237,5254,7491,2629,5166,7795,2062,4809,6871
2019-12-31,90 Jahre und mehr,30332,75150,105482,34058,86161,120219,7998,22093,30091,6434,18589,25023,1879,5170,7049,4697,12455,17152,17578,44248,61826,3755,11832,15587,21721,59198,80919,48195,130956,179151,11871,30891,42762,2870,7832,10702,12815,38780,51595,5591,18502,24093,7879,20937,28816,5545,17035,22580
2019-12-31,Insgesamt,5516440,5583954,11100394,6507691,6617046,13124737,1804273,1865218,3669491,1243931,1277962,2521893,337001,344201,681202,903974,943279,1847253,3105260,3182820,6288080,792612,815526,1608138,3947571,4046037,7993608,8805974,9141247,17947221,2023004,2070899,4093903,484419,502468,986887,2006722,2065249,4071971,1079862,1114920,2194782,1422883,1480890,2903773,1055996,1077382,2133378
2020-12-31,unter 1 Jahr,55432,51955,107387,65813,62805,128618,19395,18362,37757,9930,9326,19256,3413,3333,6746,10283,9576,19859,30490,28766,59256,6283,5840,12123,37817,35861,73678,86955,82062,169017,19251,18386,37637,4220,3965,8185,17085,16211,33296,8262,7800,16062,12495,12055,24550,8209,7744,15953
2020-12-31,1-Jährige,56028,53356,109384,66236,62821,129057,19647,18582,38229,10577,9928,20505,3683,3285,6968,10184,9782,19966,30956,29174,60130,6619,6263,12882,38535,36703,75238,88124,83439,171563,19532,18525,38057,4154,3911,8065,17705,16928,34633,8679,8226,16905,12989,12281,25270,8448,8293,16741
2020-12-31,2-Jährige,56607,53935,110542,66300,63188,129488,19683,18647,38330,11220,10540,21760,3525,3377,6902,10234,9676,19910,31597,29920,61517,6863,6527,13390,39107,36961,76068,90119,85403,175522,19973,19111,39084,4248,3962,8210,18544,17597,36141,9054,8669,17723,13443,12756,26199,9019,8561,17580
2020-12-31,3-Jährige,56615,53839,110454,66094,63555,129649,19793,18647,38440,11705,11215,22920,3516,3239,6755,10230,9597,19827,31824,30210,62034,6952,6717,13669,39243,37634,76877,90769,85367,176136,20623,19200,39823,4330,4137,8467,19258,18425,37683,9551,8966,18517,13648,12881,26529,9428,8990,18418
2020-12-31,4-Jährige,56684,53561,110245,66099,62800,128899,19632,18934,38566,12262,11601,23863,3442,3253,6695,10014,9754,19768,31932,30456,62388,7114,6974,14088,39683,37910,77593,91009,86654,177663,20498,19366,39864,4229,4236,8465,19733,18884,38617,9761,9119,18880,13778,13253,27031,9670,9306,18976
2020-12-31,5-Jährige,54381,52551,106932,63783,60672,124455,18932,17634,36566,11955,11173,23128,3425,3142,6567,9567,9128,18695,31212,29393,60605,7363,7009,14372,38493,36221,74714,88042,83135,171177,19718,18668,38386,4283,3864,8147,19742,18491,38233,9480,9122,18602,13489,12731,26220,9829,9126,18955
2020-12-31,6-Jährige,53795,50494,104289,62681,59136,121817,18235,17635,35870,12228,11665,23893,3276,3056,6332,9220,8861,18081,30116,28843,58959,7226,6911,14137,38535,36147,74682,86657,81813,168470,19314,18462,37776,4168,3972,8140,19479,18597,38076,9739,9023,18762,13258,12877,26135,9831,9337,19168
2020-12-31,7-Jährige,52119,49135,101254,60439,58013,118452,17555,16596,34151,11775,11058,22833,3054,2922,5976,8866,8466,17332,29335,27774,57109,7085,6825,13910,36650,34896,71546,83399,77907,161306,18480,17746,36226,4052,3647,7699,19177,17874,37051,9401,8952,18353,13060,12378,25438,9644,9167,18811
2020-12-31,8-Jährige,51357,48634,99991,60605,57008,117613,17595,16565,34160,11907,11437,23344,3039,2866,5905,8700,8206,16906,29332,27617,56949,7241,6813,14054,36573,34590,71163,83280,78886,162166,18488,17244,35732,4020,3792,7812,19082,18103,37185,9458,8989,18447,13269,12503,25772,9628,9056,18684
2020-12-31,9-Jährige,50508,47959,98467,58534,55142,113676,16672,15739,32411,11716,11187,22903,2924,2655,5579,8206,7827,16033,29206,27593,56799,7200,6774,13974,35922,34122,70044,81274,76936,158210,18324,17324,35648,4151,3828,7979,18836,17753,36589,9323,8776,18099,12824,12317,25141,9434,8911,18345
2020-12-31,10-Jährige,52126,49158,101284,59208,56231,115439,16891,15994,32885,12257,11366,23623,2995,2877,5872,8343,7957,16300,29484,28275,57759,7395,7129,14524,37347,35203,72550,83897,78936,162833,18669,17520,36189,4037,3915,7952,18915,18172,37087,9385,9050,18435,13515,12741,26256,9611,9158,18769
2020-12-31,11-Jährige,51476,48918,100394,58449,55351,113800,16477,15738,32215,11799,11157,22956,3121,2811,5932,8296,7654,15950,29332,27644,56976,7206,7012,14218,37036,34829,71865,82816,77883,160699,18308,17135,35443,4062,3891,7953,18582,17375,35957,9348,8815,18163,13452,12479,25931,9094,8871,17965
2020-12-31,12-Jährige,52690,50191,102881,60138,56962,117100,16722,15558,32280,11997,11375,23372,2971,2893,5864,8431,7914,16345,29770,28501,58271,7298,6993,14291,37866,36021,73887,85721,80492,166213,18987,17757,36744,4199,3979,8178,18639,17726,36365,9641,9103,18744,13501,13116,26617,9508,8910,18418
2020-12-31,13-Jährige,52708,50569,103277,59903,56886,116789,16223,15036,31259,11693,11074,22767,3160,3008,6168,8310,7614,15924,30030,28097,58127,6999,6705,13704,38305,35724,74029,85134,80212,165346,18900,17606,36506,4179,3898,8077,18131,17147,35278,9285,8766,18051,13870,13011,26881,9329,8668,17997
2020-12-31,14-Jährige,52367,49621,101988,59008,55573,114581,15246,14709,29955,11223,10483,21706,3085,2869,5954,8209,7494,15703,29131,27728,56859,6875,6449,13324,37878,35517,73395,84395,79294,163689,18533,17190,35723,4210,3761,7971,17198,16398,33596,9091,8205,17296,13660,12810,26470,8834,8126,16960
2020-12-31,15-Jährige,53379,50800,104179,59991,56652,116643,15093,14179,29272,10968,10335,21303,3149,2709,5858,8146,7518,15664,29988,28100,58088,6515,6400,12915,38461,36256,74717,85821,80281,166102,18693,17767,36460,4253,3973,8226,17194,16410,33604,8869,8561,17430,13662,12899,26561,8841,8355,17196
2020-12-31,16-Jährige,54809,51337,106146,60968,58563,119531,15126,14272,29398,11231,10368,21599,3083,2848,5931,8088,7576,15664,30480,28605,59085,6923,6558,13481,39741,37731,77472,87605,82347,169952,19388,17840,37228,4368,4019,8387,17404,16604,34008,8960,8394,17354,14231,13387,27618,9154,8570,17724
2020-12-31,17-Jährige,55263,51300,106563,61776,58899,120675,14593,13885,28478,11183,10247,21430,3133,2988,6121,8109,7455,15564,30235,28412,58647,6803,6399,13202,40004,37965,77969,88881,82891,171772,19465,18368,37833,4339,4010,8349,16773,16106,32879,8761,8077,16838,14269,13545,27814,8861,8353,17214
2020-12-31,18-Jährige,56839,52894,109733,63622,59888,123510,15106,14216,29322,10659,9905,20564,3222,2954,6176,8062,7752,15814,31172,28679,59851,6761,6184,12945,42008,39331,81339,91075,84884,175959,19974,18853,38827,4570,4197,8767,16896,16160,33056,9188,8285,17473,14728,13809,28537,8938,8228,17166
