"";"Jahr";"Kw";"AlterVon";"Geschlecht";"Mortality"
"2360";2019;20;70;"männlich";47,0865
"2361";2019;21;70;"männlich";51,313
"2362";2019;22;70;"männlich";49,2295
"2363";2019;23;70;"männlich";52,444
"2364";2019;24;70;"männlich";47,4436
"2365";2019;25;70;"männlich";46,5507
"2366";2019;26;70;"männlich";49,7057
"2367";2019;27;70;"männlich";48,8723
"2368";2019;28;70;"männlich";49,2295
"2369";2019;29;70;"männlich";43,991
"2370";2019;30;70;"männlich";57,9801
"2371";2019;31;70;"männlich";51,5511
"2372";2019;32;70;"männlich";48,0985
"2373";2019;33;70;"männlich";45,1221
"2374";2019;34;70;"männlich";45,6578
"2375";2019;35;70;"männlich";50,0033
"2376";2019;36;70;"männlich";44,6458
"2377";2019;37;70;"männlich";46,0745
"2378";2019;38;70;"männlich";44,4077
"2379";2019;39;70;"männlich";48,277
"2380";2019;40;70;"männlich";49,8843
"2381";2019;41;70;"männlich";49,17
"2382";2019;42;70;"männlich";50,8367
"2383";2019;43;70;"männlich";50,8367
"2384";2019;44;70;"männlich";50,301
"2385";2019;45;70;"männlich";52,2654
"2386";2019;46;70;"männlich";53,9322
"2387";2019;47;70;"männlich";51,4915
"2388";2019;48;70;"männlich";50,301
"2389";2019;49;70;"männlich";54,8846
"2390";2019;50;70;"männlich";57,1467
"2391";2019;51;70;"männlich";53,8727
"2392";2019;52;70;"männlich";48,8723
"2393";2019;1;75;"männlich";79,2383
"2394";2019;2;75;"männlich";81,9253
"2395";2019;3;75;"männlich";84,1188
"2396";2019;4;75;"männlich";84,2833
"2397";2019;5;75;"männlich";88,067
"2398";2019;6;75;"männlich";85,2155
"2399";2019;7;75;"männlich";93,6054
"2400";2019;8;75;"männlich";86,5316
"2401";2019;9;75;"männlich";90,754
"2402";2019;10;75;"männlich";89,6024
"2403";2019;11;75;"männlich";88,6702
"2404";2019;12;75;"männlich";79,6222
"2405";2019;13;75;"männlich";82,1447
"2406";2019;14;75;"männlich";85,9832
"2407";2019;15;75;"männlich";76,4417
"2408";2019;16;75;"männlich";79,7319
"2409";2019;17;75;"männlich";78,7448
"2410";2019;18;75;"männlich";74,5224
"2411";2019;19;75;"männlich";79,7867
"2412";2019;20;75;"männlich";79,1287
"2413";2019;21;75;"männlich";75,2353
"2414";2019;22;75;"männlich";77,2094
"2415";2019;23;75;"männlich";81,7608
"2416";2019;24;75;"männlich";75,1256
"2417";2019;25;75;"männlich";71,6161
"2418";2019;26;75;"männlich";75,345
"2419";2019;27;75;"männlich";71,2871
"2420";2019;28;75;"männlich";69,8065
"2421";2019;29;75;"männlich";70,6839
"2422";2019;30;75;"männlich";79,7319
"2423";2019;31;75;"männlich";69,2581
"2424";2019;32;75;"männlich";73,0418
"2425";2019;33;75;"männlich";68,1614
"2426";2019;34;75;"männlich";69,0388
"2427";2019;35;75;"männlich";71,1774
"2428";2019;36;75;"männlich";68,3808
"2429";2019;37;75;"männlich";71,6709
"2430";2019;38;75;"männlich";70,7936
"2431";2019;39;75;"männlich";70,2452
"2432";2019;40;75;"männlich";73,9192
"2433";2019;41;75;"männlich";76,0578
"2434";2019;42;75;"männlich";74,7966
"2435";2019;43;75;"männlich";72,4935
"2436";2019;44;75;"männlich";75,1256
"2437";2019;45;75;"männlich";73,5902
"2438";2019;46;75;"männlich";75,8933
"2439";2019;47;75;"männlich";76,2223
"2440";2019;48;75;"männlich";82,2543
"2441";2019;49;75;"männlich";78,1416
"2442";2019;50;75;"männlich";83,4607
"2443";2019;51;75;"männlich";83,2962
"2444";2019;52;75;"männlich";75,4546
"2445";2019;1;80;"männlich";136,1174
"2446";2019;2;80;"männlich";150,102
"2447";2019;3;80;"männlich";143,6536
"2448";2019;4;80;"männlich";145,5182
"2449";2019;5;80;"männlich";152,8213
"2450";2019;6;80;"männlich";154,7636
"2451";2019;7;80;"männlich";151,112
"2452";2019;8;80;"männlich";153,5982
"2453";2019;9;80;"männlich";157,0167
"2454";2019;10;80;"männlich";153,3651
"2455";2019;11;80;"männlich";146,062
"2456";2019;12;80;"männlich";142,5659
"2457";2019;13;80;"männlich";140,7012
"2458";2019;14;80;"männlich";144,1974
"2459";2019;15;80;"männlich";136,3504
"2460";2019;16;80;"männlich";136,3504
"2461";2019;17;80;"männlich";139,8466
"2462";2019;18;80;"männlich";130,4458
"2463";2019;19;80;"männlich";129,7466
"2464";2019;20;80;"männlich";132,3104
"2465";2019;21;80;"männlich";134,4858
"2466";2019;22;80;"männlich";125,5512
"2467";2019;23;80;"männlich";132,155
"2468";2019;24;80;"männlich";123,8419
"2469";2019;25;80;"männlich";130,2904
"2470";2019;26;80;"männlich";137,2051
"2471";2019;27;80;"männlich";126,4835
"2472";2019;28;80;"männlich";127,5712
"2473";2019;29;80;"männlich";132,4658
"2474";2019;30;80;"männlich";150,9567
"2475";2019;31;80;"männlich";126,4058
"2476";2019;32;80;"männlich";126,9496
"2477";2019;33;80;"männlich";123,1427
"2478";2019;34;80;"männlich";126,7943
"2479";2019;35;80;"männlich";135,4181
"2480";2019;36;80;"männlich";122,5212
"2481";2019;37;80;"männlich";123,3758
"2482";2019;38;80;"männlich";124,5412
"2483";2019;39;80;"männlich";138,2151
"2484";2019;40;80;"männlich";131,6112
"2485";2019;41;80;"männlich";135,4181
"2486";2019;42;80;"männlich";138,6035
"2487";2019;43;80;"männlich";134,0974
"2488";2019;44;80;"männlich";137,9043
"2489";2019;45;80;"männlich";140,3128
"2490";2019;46;80;"männlich";142,7989
"2491";2019;47;80;"männlich";144,9743
"2492";2019;48;80;"männlich";147,5382
"2493";2019;49;80;"männlich";146,9166
"2494";2019;50;80;"männlich";148,2374
"2495";2019;51;80;"männlich";150,5682
"2496";2019;52;80;"männlich";140,7789
"2497";2020;1;0;"männlich";1,4696
"2498";2020;2;0;"männlich";1,4867
"2499";2020;3;0;"männlich";1,3671
"2500";2020;4;0;"männlich";1,1962
"2501";2020;5;0;"männlich";1,7259
"2502";2020;6;0;"männlich";1,6747
"2503";2020;7;0;"männlich";1,6063
"2504";2020;8;0;"männlich";1,6063
"2505";2020;9;0;"männlich";1,4867
"2506";2020;10;0;"männlich";1,8456
"2507";2020;11;0;"männlich";1,4183
"2508";2020;12;0;"männlich";1,4354
"2509";2020;13;0;"männlich";1,2987
"2510";2020;14;0;"männlich";1,4867
"2511";2020;15;0;"männlich";1,3329
"2512";2020;16;0;"männlich";1,5892
"2513";2020;17;0;"männlich";1,4867
"2514";2020;18;0;"männlich";1,3842
"2515";2020;19;0;"männlich";1,4013
"2516";2020;20;0;"männlich";1,3842
"2517";2020;21;0;"männlich";1,8114
"2518";2020;22;0;"männlich";1,2645
"2519";2020;23;0;"männlich";1,3329
"2520";2020;24;0;"männlich";1,8456
"2521";2020;25;0;"männlich";1,5209
"2522";2020;26;0;"männlich";1,4354
"2523";2020;27;0;"männlich";1,35
"2524";2020;28;0;"männlich";1,6918
"2525";2020;29;0;"männlich";1,6576
"2526";2020;30;0;"männlich";1,5551
"2527";2020;31;0;"männlich";1,5892
"2528";2020;32;0;"männlich";1,4525
"2529";2020;33;0;"männlich";1,7601
"2530";2020;34;0;"männlich";1,4867
"2531";2020;35;0;"männlich";1,7601
"2532";2020;36;0;"männlich";1,4013
"2533";2020;37;0;"männlich";1,5892
"2534";2020;38;0;"männlich";1,3158
"2535";2020;39;0;"männlich";1,6234
"2536";2020;40;0;"männlich";1,3329
"2537";2020;41;0;"männlich";1,2645
"2538";2020;42;0;"männlich";1,3329
"2539";2020;43;0;"männlich";1,5209
"2540";2020;44;0;"männlich";1,4013
"2541";2020;45;0;"männlich";1,1791
"2542";2020;46;0;"männlich";1,3842
"2543";2020;47;0;"männlich";1,4525
"2544";2020;48;0;"männlich";1,2645
"2545";2020;49;0;"männlich";1,5892
"2546";2020;50;0;"männlich";1,3842
"2547";2020;51;0;"männlich";0,9398
"2548";2020;52;0;"männlich";1,6918
"2549";2020;53;0;"männlich";1,6063
"2550";2020;1;30;"männlich";1,8372
"2551";2020;2;30;"männlich";1,4132
"2552";2020;3;30;"männlich";1,4839
"2553";2020;4;30;"männlich";1,2013
"2554";2020;5;30;"männlich";0,9186
"2555";2020;6;30;"männlich";1,1306
"2556";2020;7;30;"männlich";1,0953
"2557";2020;8;30;"männlich";1,0953
"2558";2020;9;30;"männlich";1,2719
"2559";2020;10;30;"männlich";0,9539
"2560";2020;11;30;"männlich";1,0599
"2561";2020;12;30;"männlich";1,4839
"2562";2020;13;30;"männlich";0,9539
"2563";2020;14;30;"männlich";1,0953
"2564";2020;15;30;"männlich";1,2013
"2565";2020;16;30;"männlich";1,4132
"2566";2020;17;30;"männlich";1,2719
"2567";2020;18;30;"männlich";1,2013
"2568";2020;19;30;"männlich";1,2013
"2569";2020;20;30;"männlich";1,2366
"2570";2020;21;30;"männlich";0,7066
"2571";2020;22;30;"männlich";1,0599
"2572";2020;23;30;"männlich";1,1306
"2573";2020;24;30;"männlich";1,3072
"2574";2020;25;30;"männlich";1,2719
"2575";2020;26;30;"männlich";0,9539
"2576";2020;27;30;"männlich";2,1552
"2577";2020;28;30;"männlich";1,1306
"2578";2020;29;30;"männlich";1,2719
"2579";2020;30;30;"männlich";1,0246
"2580";2020;31;30;"männlich";0,9539
"2581";2020;32;30;"männlich";0,9186
"2582";2020;33;30;"männlich";1,5899
"2583";2020;34;30;"männlich";0,6713
"2584";2020;35;30;"männlich";1,0599
"2585";2020;36;30;"männlich";0,7419
"2586";2020;37;30;"männlich";1,4486
"2587";2020;38;30;"männlich";1,3779
"2588";2020;39;30;"männlich";1,1659
"2589";2020;40;30;"männlich";1,1306
"2590";2020;41;30;"männlich";0,9186
"2591";2020;42;30;"männlich";1,2013
"2592";2020;43;30;"männlich";1,1659
"2593";2020;44;30;"männlich";1,1306
"2594";2020;45;30;"männlich";1,0246
"2595";2020;46;30;"männlich";0,8479
"2596";2020;47;30;"männlich";1,5546
"2597";2020;48;30;"männlich";1,1306
"2598";2020;49;30;"männlich";1,3072
"2599";2020;50;30;"männlich";1,0953
"2600";2020;51;30;"männlich";1,4486
"2601";2020;52;30;"männlich";1,0953
"2602";2020;53;30;"männlich";1,3072
"2603";2020;1;35;"männlich";1,938
"2604";2020;2;35;"männlich";2,4225
"2605";2020;3;35;"männlich";1,7144
"2606";2020;4;35;"männlich";1,6771
"2607";2020;5;35;"männlich";1,8635
"2608";2020;6;35;"männlich";1,9007
"2609";2020;7;35;"männlich";1,6771
"2610";2020;8;35;"männlich";2,3107
"2611";2020;9;35;"männlich";1,938
"2612";2020;10;35;"männlich";1,6771
"2613";2020;11;35;"männlich";2,1616
"2614";2020;12;35;"männlich";1,7144
"2615";2020;13;35;"männlich";2,1989
"2616";2020;14;35;"männlich";2,497
"2617";2020;15;35;"männlich";1,938
"2618";2020;16;35;"männlich";1,6026
"2619";2020;17;35;"männlich";1,528
"2620";2020;18;35;"männlich";2,1243
"2621";2020;19;35;"männlich";1,7144
"2622";2020;20;35;"männlich";1,7516
"2623";2020;21;35;"männlich";1,7144
"2624";2020;22;35;"männlich";2,5716
"2625";2020;23;35;"männlich";1,6026
"2626";2020;24;35;"männlich";1,7889
"2627";2020;25;35;"männlich";1,7889
"2628";2020;26;35;"männlich";1,6398
"2629";2020;27;35;"männlich";2,1989
"2630";2020;28;35;"männlich";1,9753
"2631";2020;29;35;"männlich";1,4535
"2632";2020;30;35;"männlich";2,0498
"2633";2020;31;35;"männlich";1,9753
"2634";2020;32;35;"männlich";1,6026
"2635";2020;33;35;"männlich";2,6461
"2636";2020;34;35;"männlich";1,528
"2637";2020;35;35;"männlich";1,4908
"2638";2020;36;35;"männlich";1,6771
"2639";2020;37;35;"männlich";1,938
"2640";2020;38;35;"männlich";2,0498
"2641";2020;39;35;"männlich";1,7516
"2642";2020;40;35;"männlich";2,0125
"2643";2020;41;35;"männlich";1,6771
"2644";2020;42;35;"männlich";1,4908
"2645";2020;43;35;"männlich";2,1243
"2646";2020;44;35;"männlich";2,3852
"2647";2020;45;35;"männlich";2,0125
"2648";2020;46;35;"männlich";1,8635
"2649";2020;47;35;"männlich";1,7516
"2650";2020;48;35;"männlich";1,4908
"2651";2020;49;35;"männlich";2,497
"2652";2020;50;35;"männlich";1,8262
"2653";2020;51;35;"männlich";2,5343
"2654";2020;52;35;"männlich";2,3107
"2655";2020;53;35;"männlich";2,2362
"2656";2020;1;40;"männlich";3,2376
"2657";2020;2;40;"männlich";2,7115
"2658";2020;3;40;"männlich";2,5901
"2659";2020;4;40;"männlich";3,0352
"2660";2020;5;40;"männlich";2,8734
"2661";2020;6;40;"männlich";3,4399
"2662";2020;7;40;"männlich";3,1567
"2663";2020;8;40;"männlich";3,1567
"2664";2020;9;40;"männlich";2,7924
"2665";2020;10;40;"männlich";2,7115
"2666";2020;11;40;"männlich";2,9948
"2667";2020;12;40;"männlich";2,8734
"2668";2020;13;40;"männlich";3,0757
"2669";2020;14;40;"männlich";3,1162
"2670";2020;15;40;"männlich";3,0352
"2671";2020;16;40;"männlich";3,1162
"2672";2020;17;40;"männlich";3,0352
"2673";2020;18;40;"männlich";2,9138
"2674";2020;19;40;"männlich";3,4804
"2675";2020;20;40;"männlich";3,1162
"2676";2020;21;40;"männlich";3,1567
"2677";2020;22;40;"männlich";2,3068
"2678";2020;23;40;"männlich";2,5496
"2679";2020;24;40;"männlich";3,3995
"2680";2020;25;40;"männlich";2,5901
"2681";2020;26;40;"männlich";3,1162
"2682";2020;27;40;"männlich";2,9138
"2683";2020;28;40;"männlich";2,5091
"2684";2020;29;40;"männlich";2,5901
"2685";2020;30;40;"männlich";2,671
"2686";2020;31;40;"männlich";2,5091
"2687";2020;32;40;"männlich";3,2781
"2688";2020;33;40;"männlich";3,3185
"2689";2020;34;40;"männlich";3,2781
"2690";2020;35;40;"männlich";2,3068
"2691";2020;36;40;"männlich";3,1567
"2692";2020;37;40;"männlich";2,5901
"2693";2020;38;40;"männlich";2,671
"2694";2020;39;40;"männlich";2,8734
"2695";2020;40;40;"männlich";2,7519
"2696";2020;41;40;"männlich";3,4399
"2697";2020;42;40;"männlich";2,7924
"2698";2020;43;40;"männlich";2,9138
"2699";2020;44;40;"männlich";2,4282
"2700";2020;45;40;"männlich";3,0352
"2701";2020;46;40;"männlich";2,6305
"2702";2020;47;40;"männlich";3,4804
"2703";2020;48;40;"männlich";2,3877
"2704";2020;49;40;"männlich";2,8329
"2705";2020;50;40;"männlich";3,7637
"2706";2020;51;40;"männlich";3,2781
"2707";2020;52;40;"männlich";3,1162
"2708";2020;53;40;"männlich";3,2376
"2709";2020;1;45;"männlich";4,4923
"2710";2020;2;45;"männlich";4,9453
"2711";2020;3;45;"männlich";4,0771
"2712";2020;4;45;"männlich";4,1148
"2713";2020;5;45;"männlich";4,4546
"2714";2020;6;45;"männlich";4,7188
"2715";2020;7;45;"männlich";4,8321
"2716";2020;8;45;"männlich";5,0963
"2717";2020;9;45;"männlich";5,0208
"2718";2020;10;45;"männlich";3,8128
"2719";2020;11;45;"männlich";4,7943
"2720";2020;12;45;"männlich";5,5116
"2721";2020;13;45;"männlich";4,4168
"2722";2020;14;45;"männlich";5,3983
"2723";2020;15;45;"männlich";4,7943
"2724";2020;16;45;"männlich";4,0016
"2725";2020;17;45;"männlich";4,7566
"2726";2020;18;45;"männlich";4,8698
"2727";2020;19;45;"männlich";4,3791
"2728";2020;20;45;"männlich";4,1903
"2729";2020;21;45;"männlich";4,3791
"2730";2020;22;45;"männlich";4,2281
"2731";2020;23;45;"männlich";4,3413
"2732";2020;24;45;"männlich";4,3413
"2733";2020;25;45;"männlich";5,0963
"2734";2020;26;45;"männlich";4,6811
"2735";2020;27;45;"männlich";4,5678
"2736";2020;28;45;"männlich";4,1148
"2737";2020;29;45;"männlich";4,4546
"2738";2020;30;45;"männlich";4,2281
"2739";2020;31;45;"männlich";3,8505
"2740";2020;32;45;"männlich";5,0586
"2741";2020;33;45;"männlich";5,5116
"2742";2020;34;45;"männlich";3,9638
"2743";2020;35;45;"männlich";3,5108
"2744";2020;36;45;"männlich";4,1148
"2745";2020;37;45;"männlich";4,4923
"2746";2020;38;45;"männlich";3,8128
"2747";2020;39;45;"männlich";4,3791
"2748";2020;40;45;"männlich";4,2658
"2749";2020;41;45;"männlich";3,6995
"2750";2020;42;45;"männlich";4,3036
"2751";2020;43;45;"männlich";4,1526
"2752";2020;44;45;"männlich";4,7566
"2753";2020;45;45;"männlich";3,1333
"2754";2020;46;45;"männlich";4,8321
"2755";2020;47;45;"männlich";4,0016
"2756";2020;48;45;"männlich";5,0586
"2757";2020;49;45;"männlich";4,7188
"2758";2020;50;45;"männlich";4,9076
"2759";2020;51;45;"männlich";3,8128
"2760";2020;52;45;"männlich";4,1148
"2761";2020;53;45;"männlich";4,7566
"2762";2020;1;50;"männlich";7,4768
"2763";2020;2;50;"männlich";7,9792
"2764";2020;3;50;"männlich";8,0679
"2765";2020;4;50;"männlich";8,5112
"2766";2020;5;50;"männlich";8,6294
"2767";2020;6;50;"männlich";7,595
"2768";2020;7;50;"männlich";7,861
"2769";2020;8;50;"männlich";7,6837
"2770";2020;9;50;"männlich";7,3586
"2771";2020;10;50;"männlich";7,595
"2772";2020;11;50;"männlich";7,6246
"2773";2020;12;50;"männlich";8,4816
"2774";2020;13;50;"männlich";8,3634
"2775";2020;14;50;"männlich";8,0679
"2776";2020;15;50;"männlich";8,4225
"2777";2020;16;50;"männlich";8,8658
"2778";2020;17;50;"männlich";7,5359
"2779";2020;18;50;"männlich";6,7971
"2780";2020;19;50;"männlich";7,861
"2781";2020;20;50;"männlich";8,1565
"2782";2020;21;50;"männlich";7,8314
"2783";2020;22;50;"männlich";7,2995
"2784";2020;23;50;"männlich";7,6541
"2785";2020;24;50;"männlich";7,004
"2786";2020;25;50;"männlich";6,8858
"2787";2020;26;50;"männlich";7,3882
"2788";2020;27;50;"männlich";7,5064
"2789";2020;28;50;"männlich";7,3291
"2790";2020;29;50;"männlich";7,0926
"2791";2020;30;50;"männlich";7,4768
"2792";2020;31;50;"männlich";7,5655
"2793";2020;32;50;"männlich";7,9201
"2794";2020;33;50;"männlich";7,595
"2795";2020;34;50;"männlich";6,0583
"2796";2020;35;50;"männlich";6,7675
"2797";2020;36;50;"männlich";7,595
"2798";2020;37;50;"männlich";7,595
"2799";2020;38;50;"männlich";7,2699
"2800";2020;39;50;"männlich";7,4473
"2801";2020;40;50;"männlich";7,5064
"2802";2020;41;50;"männlich";7,3291
"2803";2020;42;50;"männlich";6,8267
"2804";2020;43;50;"männlich";7,1813
"2805";2020;44;50;"männlich";7,0926
"2806";2020;45;50;"männlich";7,7723
"2807";2020;46;50;"männlich";7,7723
"2808";2020;47;50;"männlich";8,0679
"2809";2020;48;50;"männlich";7,9201
"2810";2020;49;50;"männlich";7,1517
"2811";2020;50;50;"männlich";8,5407
"2812";2020;51;50;"männlich";8,127
"2813";2020;52;50;"männlich";7,8019
"2814";2020;53;50;"männlich";8,8362
"2815";2020;1;55;"männlich";14,5087
"2816";2020;2;55;"männlich";13,4999
"2817";2020;3;55;"männlich";13,9449
"2818";2020;4;55;"männlich";13,3219
"2819";2020;5;55;"männlich";13,9449
"2820";2020;6;55;"männlich";14,9537
"2821";2020;7;55;"männlich";14,5977
"2822";2020;8;55;"männlich";12,5208
"2823";2020;9;55;"männlich";13,5889
"2824";2020;10;55;"männlich";13,7966
"2825";2020;11;55;"männlich";13,7372
"2826";2020;12;55;"männlich";13,2032
"2827";2020;13;55;"männlich";14,2713
"2828";2020;14;55;"männlich";14,1526
"2829";2020;15;55;"männlich";14,0636
"2830";2020;16;55;"männlich";13,1438
"2831";2020;17;55;"männlich";12,8471
"2832";2020;18;55;"männlich";14,0043
"2833";2020;19;55;"männlich";13,7372
"2834";2020;20;55;"männlich";13,7372
"2835";2020;21;55;"männlich";12,1944
"2836";2020;22;55;"männlich";13,6186
"2837";2020;23;55;"männlich";12,8175
"2838";2020;24;55;"männlich";11,8977
"2839";2020;25;55;"männlich";12,7284
"2840";2020;26;55;"männlich";13,5295
"2841";2020;27;55;"männlich";13,0548
"2842";2020;28;55;"männlich";12,6098
"2843";2020;29;55;"männlich";12,9065
"2844";2020;30;55;"männlich";12,8471
"2845";2020;31;55;"männlich";13,3515
"2846";2020;32;55;"männlich";12,0757
"2847";2020;33;55;"männlich";14,6867
"2848";2020;34;55;"männlich";13,5295
"2849";2020;35;55;"männlich";13,0251
"2850";2020;36;55;"männlich";12,4911
"2851";2020;37;55;"männlich";11,8977
"2852";2020;38;55;"männlich";13,4999
"2853";2020;39;55;"männlich";12,8175
"2854";2020;40;55;"männlich";13,0845
"2855";2020;41;55;"männlich";14,1229
"2856";2020;42;55;"männlich";13,8559
"2857";2020;43;55;"männlich";14,1229
"2858";2020;44;55;"männlich";12,1647
"2859";2020;45;55;"männlich";13,7966
"2860";2020;46;55;"männlich";13,7372
"2861";2020;47;55;"männlich";13,7669
"2862";2020;48;55;"männlich";13,6482
"2863";2020;49;55;"männlich";14,0636
"2864";2020;50;55;"männlich";15,3988
"2865";2020;51;55;"männlich";15,3098
"2866";2020;52;55;"männlich";15,5768
"2867";2020;53;55;"männlich";15,3988
"2868";2020;1;60;"männlich";23,062
"2869";2020;2;60;"männlich";22,9901
"2870";2020;3;60;"männlich";23,4938
"2871";2020;4;60;"männlich";22,5583
"2872";2020;5;60;"männlich";23,4938
"2873";2020;6;60;"männlich";21,8748
"2874";2020;7;60;"männlich";24,1774
"2875";2020;8;60;"männlich";23,098
"2876";2020;9;60;"männlich";23,4578
"2877";2020;10;60;"männlich";23,7816
"2878";2020;11;60;"männlich";23,9975
"2879";2020;12;60;"männlich";24,5012
"2880";2020;13;60;"männlich";23,206
"2881";2020;14;60;"männlich";24,4652
"2882";2020;15;60;"männlich";24,6091
"2883";2020;16;60;"männlich";21,9107
"2884";2020;17;60;"männlich";23,2779
"2885";2020;18;60;"männlich";22,1986
"2886";2020;19;60;"männlich";22,5943
"2887";2020;20;60;"männlich";21,8388
"2888";2020;21;60;"männlich";22,2345
"2889";2020;22;60;"männlich";21,6589
"2890";2020;23;60;"männlich";21,515
"2891";2020;24;60;"männlich";21,8388
"2892";2020;25;60;"männlich";21,2991
"2893";2020;26;60;"männlich";21,2631
"2894";2020;27;60;"männlich";22,4144
"2895";2020;28;60;"männlich";20,4356
"2896";2020;29;60;"männlich";21,8388
"2897";2020;30;60;"männlich";22,9541
"2898";2020;31;60;"männlich";23,206
"2899";2020;32;60;"männlich";20,8314
"2900";2020;33;60;"männlich";23,3858
"2901";2020;34;60;"männlich";20,7235
"2902";2020;35;60;"männlich";20,6515
"2903";2020;36;60;"männlich";20,8674
"2904";2020;37;60;"männlich";20,1838
"2905";2020;38;60;"männlich";21,2631
"2906";2020;39;60;"männlich";21,7668
"2907";2020;40;60;"männlich";22,4144
"2908";2020;41;60;"männlich";21,0832
"2909";2020;42;60;"männlich";22,3065
"2910";2020;43;60;"männlich";22,8102
"2911";2020;44;60;"männlich";21,9827
"2912";2020;45;60;"männlich";23,134
"2913";2020;46;60;"männlich";23,3858
"2914";2020;47;60;"männlich";23,7816
"2915";2020;48;60;"männlich";25,3647
"2916";2020;49;60;"männlich";23,4938
"2917";2020;50;60;"männlich";25,4726
"2918";2020;51;60;"männlich";26,48
"2919";2020;52;60;"männlich";26,8038
"2920";2020;53;60;"männlich";26,1202
"2921";2020;1;65;"männlich";33,3401
"2922";2020;2;65;"männlich";34,9833
"2923";2020;3;65;"männlich";35,8914
"2924";2020;4;65;"männlich";36,4103
"2925";2020;5;65;"männlich";39,5238
"2926";2020;6;65;"männlich";35,6752
"2927";2020;7;65;"männlich";37,2319
"2928";2020;8;65;"männlich";37,3184
"2929";2020;9;65;"männlich";34,4644
"2930";2020;10;65;"männlich";37,0157
"2931";2020;11;65;"männlich";37,5346
"2932";2020;12;65;"männlich";38,8319
"2933";2020;13;65;"männlich";38,0103
"2934";2020;14;65;"männlich";39,8698
"2935";2020;15;65;"männlich";38,5725
"2936";2020;16;65;"männlich";36,1076
"2937";2020;17;65;"männlich";34,3779
"2938";2020;18;65;"männlich";32,2158
"2939";2020;19;65;"männlich";34,0752
"2940";2020;20;65;"männlich";34,3779
"2941";2020;21;65;"männlich";34,205
"2942";2020;22;65;"männlich";32,9077
"2943";2020;23;65;"männlich";33,7293
"2944";2020;24;65;"männlich";31,2644
"2945";2020;25;65;"männlich";33,2969
"2946";2020;26;65;"männlich";35,6752
"2947";2020;27;65;"männlich";33,1671
"2948";2020;28;65;"männlich";32,605
"2949";2020;29;65;"männlich";32,1725
"2950";2020;30;65;"männlich";34,5077
"2951";2020;31;65;"männlich";33,9887
"2952";2020;32;65;"männlich";33,3401
"2953";2020;33;65;"männlich";37,1887
"2954";2020;34;65;"männlich";35,7185
"2955";2020;35;65;"männlich";31,0915
"2956";2020;36;65;"männlich";31,7401
"2957";2020;37;65;"männlich";33,3401
"2958";2020;38;65;"männlich";33,3401
"2959";2020;39;65;"männlich";36,0212
"2960";2020;40;65;"männlich";31,3942
"2961";2020;41;65;"männlich";34,7671
"2962";2020;42;65;"männlich";33,1671
"2963";2020;43;65;"männlich";35,2428
"2964";2020;44;65;"männlich";36,5833
"2965";2020;45;65;"männlich";35,9779
"2966";2020;46;65;"männlich";39,0049
"2967";2020;47;65;"männlich";36,1509
"2968";2020;48;65;"männlich";39,1346
"2969";2020;49;65;"männlich";40,8643
"2970";2020;50;65;"männlich";39,4806
"2971";2020;51;65;"männlich";40,6049
"2972";2020;52;65;"männlich";41,0373
"2973";2020;53;65;"männlich";45,4913
"2974";2020;1;70;"männlich";49,8172
"2975";2020;2;70;"männlich";54,6476
"2976";2020;3;70;"männlich";52,5525
"2977";2020;4;70;"männlich";55,2296
"2978";2020;5;70;"männlich";52,4943
"2979";2020;6;70;"männlich";52,1451
"2980";2020;7;70;"männlich";53,3673
"2981";2020;8;70;"männlich";53,0763
"2982";2020;9;70;"männlich";53,1927
"2983";2020;10;70;"männlich";54,1238
"2984";2020;11;70;"männlich";56,3936
"2985";2020;12;70;"männlich";53,4255
"2986";2020;13;70;"männlich";55,637
"2987";2020;14;70;"männlich";57,4993
"2988";2020;15;70;"männlich";55,7534
"2989";2020;16;70;"männlich";54,9968
"2990";2020;17;70;"männlich";54,6476
"2991";2020;18;70;"männlich";52,4361
"2992";2020;19;70;"männlich";49,2934
"2993";2020;20;70;"männlich";49,177
"2994";2020;21;70;"männlich";48,8278
"2995";2020;22;70;"männlich";47,2565
"2996";2020;23;70;"männlich";48,8278
"2997";2020;24;70;"männlich";45,5688
"2998";2020;25;70;"männlich";50,5738
"2999";2020;26;70;"männlich";49,468
"3000";2020;27;70;"männlich";47,8967
"3001";2020;28;70;"männlich";44,1138
"3002";2020;29;70;"männlich";47,7803
"3003";2020;30;70;"männlich";46,6745
"3004";2020;31;70;"männlich";48,5951
"3005";2020;32;70;"männlich";51,0976
"3006";2020;33;70;"männlich";51,6795
"3007";2020;34;70;"männlich";52,3779
"3008";2020;35;70;"männlich";45,2196
"3009";2020;36;70;"männlich";48,0131
"3010";2020;37;70;"männlich";47,9549
"3011";2020;38;70;"männlich";48,7115
"3012";2020;39;70;"männlich";50,8066
"3013";2020;40;70;"männlich";51,9123
"3014";2020;41;70;"männlich";54,182
"3015";2020;42;70;"männlich";54,2402
"3016";2020;43;70;"männlich";55,346
"3017";2020;44;70;"männlich";54,9968
"3018";2020;45;70;"männlich";57,0337
"3019";2020;46;70;"männlich";54,9386
"3020";2020;47;70;"männlich";55,9862
"3021";2020;48;70;"männlich";60,0018
"3022";2020;49;70;"männlich";66,229
"3023";2020;50;70;"männlich";66,9855
"3024";2020;51;70;"männlich";70,361
"3025";2020;52;70;"männlich";71,1758
"3026";2020;53;70;"männlich";66,9273
